(PDH-CSV 4.0) (W. Europe Daylight Time)(-120);\\LAPTOP-M8MF5JT2\LogicalDisk(_Total)\Disk Read Bytes/sec;\\LAPTOP-M8MF5JT2\LogicalDisk(_Total)\Disk Write Bytes/sec;\\LAPTOP-M8MF5JT2\Memory\% Committed Bytes In Use;\\LAPTOP-M8MF5JT2\Processor(_Total)\% Processor Time;Processor_0;Processor_1;\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_10)\% of Maximum Frequency;\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_11)\% of Maximum Frequency;\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_2)\% of Maximum Frequency;\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_3)\% of Maximum Frequency;\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_4)\% of Maximum Frequency;\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_5)\% of Maximum Frequency;\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_6)\% of Maximum Frequency;\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_7)\% of Maximum Frequency;\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_8)\% of Maximum Frequency;\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_9)\% of Maximum Frequency
10/26/2021 23:45:14.291;0;13.916.826.614.971.500.000;39.938.904.750.146.600.000;92.435.321.751.148.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:16.294;0;49.085.484.260.278.800.000;39.934.991.868.197.600.000;93.022.996.861.692.500.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:18.298;0;0;39.938.201.508.470.300.000;85.384.649.308.530.800.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:20.295;0;20.507.990.330.602.700.000;39.938.075.290.978.400.000;85.984.972.973.903.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:22.283;0;20.349.003.931.149.000.000;3.994.656.825.436.890.000;13.270.005.154.623.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:24.287;0;1.635.303.879.165.570.000;39.945.342.098.350.000.000;89.624.274.013.781.800.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:26.299;0;91.627.019.372.363.800.000;39.944.638.856.673.700.000;91.882.872.851.277.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:28.291;0;0;39.928.229.954.076.900.000;91.576.745.153.935.400.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:30.301;0;1.406.279.714.839.050.000;39.923.469.568.584.900.000;93.591.816.159.044.500.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:32.293;0;18.500.281.764.952.100.000;39.926.480.860.432.200.000;92.048.691.380.371.400.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:34.299;0;16.332.598.861.493.000.000;39.922.856.478.933.900.000;88.451.574.022.101.800.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:36.293;0;41.097.726.701.722.800.000;39.922.567.978.483.200.000;90.696.969.610.315.100.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:38.302;0;0;39.924.082.634.952.800.000;92.593.627.784.808.200.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:40.289;0;20.614.491.000.737.900.000;39.923.595.786.076.800.000;87.779.425.115.322.300.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:42.295;13.063.213.547.343.300.000;21.391.012.183.774.700.000;39.931.655.987.149.900.000;88.376.216.489.452.200.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:44.291;0;0;39.919.178.010.877.000.000;92.601.906.429.974.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:46.303;0;42.759.734.841.523.300.000;39.918.799.335.118.100.000;91.834.838.504.924.700.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:48.299;0;0;39.924.605.572.578.600.000;88.009.691.890.877.100.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:50.297;0;67.666.526.095.225.700.000;39.922.315.520.216.300.000;89.379.699.911.526.600.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:52.296;5.120.480.813.148.350.000;55.813.240.863.317.000.000;39.914.633.994.902.100.000;87.168.303.486.087.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:54.292;0;18.470.568.393.863.200.000;39.914.237.298.051.400.000;87.634.411.108.219.100.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:56.293;0;61.425.884.331.780.500.000;39.916.942.068.356.300.000;8.644.548.198.973.950.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:45:58.297;0;20.439.602.148.333.900.000;39.919.159.966.502.100.000;81.242.931.470.242.200.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:00.291;0;26.705.138.221.458.200.000;39.905.311.572.343.400.000;92.950.617.945.216.500.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:02.303;0;0;3.990.340.019.574.000.000;84.446.935.680.395.600.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:04.303;0;0;39.897.197.284.711.800.000;90.352.349.177.881.200.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:06.301;0;38.953.735.031.712.900.000;39.896.764.522.394.300.000;90.850.065.801.028.400.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:08.289;0;0;39.900.190.555.467.300.000;93.925.873.695.089.800.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:10.300;0;20.375.236.645.738.600.000;39.898.910.289.606.700.000;925.578.969.685.217.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:12.293;0;15.822.832.756.241.800.000;39.898.549.658.222.700.000;86.785.760.798.610.200.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:14.297;0;0;39.896.998.936.286.400.000;84.028.891.390.765.800.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:16.295;0;38.955.544.507.650.600.000;39.896.872.695.511.400.000;90.123.376.143.941.700.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:18.293;0;0;39.899.180.768.965.500.000;89.994.096.528.566.500.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:20.293;0;42.988.397.290.835.300.000;39.903.093.674.197.500.000;90.262.729.499.928.800.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:22.307;0;0;39.902.769.084.997.100.000;9.208.778.811.453.330.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:24.297;0;0;39.907.601.601.422.600.000;91.699.386.430.610.200.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:26.289;0;37.011.349.584.967.600.000;39.907.060.642.705.000.000;92.071.066.490.836.600.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:28.297;0;12.240.374.538.725.900.000;39.904.734.548.159.100.000;82.351.255.391.432.100.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:30.295;0;4.098.473.838.809.100.000;39.911.099.765.429.000.000;93.839.819.692.326.400.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:32.284;0;37.069.306.500.588.100.000;39.909.657.216.609.800.000;8.869.416.636.557.950.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:34.294;0;0;39.909.657.216.609.800.000;94.068.651.437.157.600.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:36.299;0;0;3.990.942.280.271.770.000;91.234.730.438.083.200.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:38.285;0;0;3.990.798.027.718.160.000;8.891.763.632.594.650.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:40.298;0;0;3.990.798.027.718.160.000;92.493.508.613.478.300.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:42.297;0;0;39.910.017.871.276.900.000;86.134.130.196.240.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:44.286;0;41.181.962.541.707.200.000;39.909.765.413.009.900.000;82.957.926.538.956.700.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:46.287;0;0;39.905.852.531.061.000.000;90.138.408.676.350.100.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:48.294;0;0;39.908.899.888.375.000.000;92.711.120.908.672.100.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:50.303;0;0;39.905.978.748.552.900.000;90.508.866.058.299.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:52.296;0;10.479.395.628.789.300.000;3.979.822.090.822.230.000;89.447.629.940.654.400.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:54.295;0;0;3.980.721.876.486.370.000;91.322.615.839.337.300.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:56.291;0;53.369.530.426.210.000.000;3.979.369.493.662.230.000;92.990.462.672.130.600.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:46:58.306;0;0;39.793.316.260.863.400.000;91.379.639.197.041.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:00.305;0;81.959.098.587.981.300.000;39.804.694.298.609.300.000;913.667.029.971.988.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:02.301;0;20.515.891.526.430.900.000;3.979.243.271.513.660.000;88.935.421.868.069.300.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:04.300;0;0;3.979.243.271.513.660.000;85.844.473.108.886.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:06.294;0;36.965.559.177.283.600.000;39.791.080.318.342.600.000;90.599.781.790.327.100.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:08.309;0;32.533.466.241.862.400.000;39.789.637.769.523.400.000;90.563.531.714.342.300.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:10.309;0;65.520.586.282.077.100.000;39.788.159.178.520.500.000;86.792.469.241.618.300.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:12.298;0;37.064.053.227.294.300.000;3.978.475.116.653.940.000;82.929.435.808.307.500.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:14.291;0;0;39.784.498.731.555.500.000;89.256.152.649.768.700.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:16.291;0;0;39.784.246.273.288.500.000;85.937.774.218.667.700.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:18.305;0;0;39.782.803.747.752.400.000;89.428.442.832.213.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:20.305;0;0;39.782.280.810.126.600.000;88.093.180.100.040.700.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:22.304;0;26.639.388.242.618.300.000;39.784.390.535.155.400.000;87.334.699.932.463.800.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:24.291;82.459.640.626.149.700.000;45.146.653.242.816.900.000;39.781.162.850.507.800.000;88.440.269.768.040.200.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:26.295;0;0;39.780.315.346.964.700.000;90.937.372.993.750.300.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:28.303;0;38.755.702.128.884.400.000;3.978.476.921.091.430.000;82.484.053.072.117.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:30.292;0;0;3.978.476.921.091.430.000;85.422.779.106.088.600.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:32.295;0;0;39.783.038.161.644.400.000;86.773.916.982.714.400.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:34.308;0;0;39.782.875.878.685.800.000;85.688.665.459.037.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:36.300;0;1.028.585.330.545.030.000;39.784.570.862.488.900.000;85.104.719.161.392.800.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:38.295;0;0;39.783.128.313.669.700.000;94.983.579.068.101.200.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:40.292;0;12.307.001.394.803.500.000;39.783.092.248.203.000.000;88.418.127.108.985.700.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:42.307;0;36.587.876.782.106.900.000;39.781.415.285.491.700.000;86.319.127.557.011.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:44.302;0;0;39.784.498.731.555.500.000;89.321.356.710.012.600.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:46.301;0;0;39.783.525.010.520.400.000;8.774.213.003.166.260.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:48.290;0;0;39.786.283.867.383.900.000;87.301.471.170.562.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:50.297;0;0;39.785.400.321.657.100.000;87.006.722.944.364.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:52.295;0;0;39.783.579.097.079.000.000;92.173.057.301.141.400.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:54.304;0;61.162.271.300.365.700.000;3.978.338.074.865.360.000;87.504.594.621.834.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:56.304;0;38.916.029.754.881.100.000;39.783.254.531.161.600.000;87.800.611.530.327.400.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:47:58.290;0;10.304.175.435.026.800.000;39.781.469.395.333.300.000;88.425.083.901.277.400.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:00.305;0;14.234.201.969.484.900.000;3.979.088.196.991.730.000;88.176.838.662.295.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:02.293;0;37.101.387.663.758.400.000;39.778.782.646.120.200.000;88.582.285.887.793.400.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:04.307;0;0;39.767.260.346.507.400.000;87.131.874.458.920.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:06.297;0;20.582.689.094.159.600.000;39.766.412.866.247.400.000;87.919.236.593.534.100.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:08.289;0;21.194.311.526.688.900.000;40.203.935.685.615.000.000;16.920.065.098.566.700.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:10.303;0;25.216.564.595.576.700.000;40.229.486.683.437.000.000;89.123.924.518.199.700.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:12.294;0;49.574.566.196.933.200.000;40.341.247.581.024.900.000;16.498.748.732.046.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:14.294;81.905.576.427.991.000.000;43.665.910.433.172.700.000;40.366.582.209.329.700.000;10.040.676.883.904.800.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:16.300;0;9.597.450.677.163.870.000;4.036.791.656.174.880.000;8.599.324.246.577.610.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:18.299;0;17.210.929.428.406.200.000;40.037.935.213.194.600.000;95.964.696.389.439.300.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:20.292;0;4.934.289.284.956.710.000;40.040.712.114.432.900.000;94.161.479.696.744.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:22.304;0;85.492.924.366.204.000.000;4.030.390.380.423.140.000;10.315.061.836.670.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:24.290;0;92.793.314.370.579.200.000;40.305.111.915.875.400.000;97.328.281.841.468.200.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:26.297;0;9.390.948.054.324.910.000;40.296.997.628.243.800.000;84.293.383.245.212.800.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:28.290;0;82.203.783.902.789.200.000;4.005.650.795.066.180.000;90.607.868.306.572.800.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:30.297;0;65.303.057.463.721.100.000;4.005.650.795.066.180.000;87.241.169.146.427.100.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:32.285;0;20.596.323.918.225.300.000;40.058.599.631.315.700.000;86.633.635.610.423.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:34.293;0;0;40.055.894.861.010.800.000;95.329.863.052.314.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:36.307;0;81.343.078.284.421.600.000;40.060.204.463.093.500.000;89.127.135.409.765.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:38.296;0;0;40.056.039.122.877.600.000;80.867.426.856.655.300.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:40.290;57.533.737.636.665.000.000;98.012.831.616.747.200.000;4.004.592.328.333.430.000;10.056.518.397.298.600.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:42.297;0;1.550.523.972.265.330.000;40.064.369.803.309.500.000;91.365.540.762.462.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:44.292;0;15.398.573.426.433.200.000;40.056.616.123.778.800.000;96.689.364.345.362.600.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:46.294;0;16.169.474.869.339.800.000;400.592.668.075.252.000;92.998.681.200.774.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:48.305;0;14.252.022.097.593.200.000;40.039.305.631.080.400.000;86.748.656.696.475.400.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:50.306;0;20.479.072.298.024.800.000;40.039.774.458.864.600.000;91.847.888.148.686.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:52.297;0;63.761.841.167.353.400.000;40.041.902.204.985.200.000;91.805.816.299.486.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:54.282;0;57.774.317.560.772.000.000;40.039.035.151.721.600.000;8.563.805.223.976.350.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:56.293;0;5.092.918.153.075.110.000;40.040.549.831.474.300.000;97.234.637.642.559.600.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:48:58.300;0;16.990.082.043.593.000.000;40.275.034.923.170.400.000;11.835.941.322.388.600.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:49:00.297;0;26.664.284.400.872.800.000;40.332.141.551.266.400.000;9.951.615.027.485.080.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:49:02.288;0;24.680.113.056.930.600.000;40.333.602.121.177.500.000;88.631.960.883.414.900.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:49:04.290;0;0;40.103.047.932.522.100.000;86.819.586.620.304.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:49:06.305;0;73.202.123.266.664.600.000;40.102.759.432.071.500.000;89.883.092.839.913.500.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:49:08.302;10.252.216.541.230.500.000;10.354.738.706.642.800.000;40.095.925.387.017.400.000;86.792.655.148.918.300.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:49:10.294;0;27.768.467.944.483.500.000;4.009.491.560.051.560.000;95.720.495.993.018.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:49:12.309;0;44.721.853.959.860.800.000;40.095.618.842.191.900.000;93.347.823.307.676.600.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:49:14.302;0;0;40.083.032.669.518.800.000;84.685.814.677.220.100.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:49:16.293;0;20.566.026.661.222.500.000;40.083.934.259.620.400.000;93.866.073.010.187.000.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:49:18.303;0;0;40.087.829.120.477.600.000;85.698.400.738.233.300.000;100;100;100;100;100;100;100;100;100;100;100;100
10/26/2021 23:49:20.302;81.929.733.252.310.300.000;35.147.855.565.241.100.000;40.019.632.978.369.300.000;33.708.384.909.863.600.000;38;38;38;38;38;38;38;38;38;38;38;38
10/26/2021 23:49:22.293;0;78.180.962.547.849.000.000;40.023.113.098.000.800.000;13.757.427.552.264.700.000;38;38;38;38;38;38;37;38;38;38;38;38
10/26/2021 23:49:24.306;0;0;4.002.060.669.940.440.000;11.682.472.213.395.300.000;38;38;38;38;38;38;38;38;38;38;38;38
10/26/2021 23:49:26.296;0;21.406.393.586.202.500.000;40.020.191.958.178.800.000;0.54251773375036949076;38;38;38;38;38;38;38;38;38;38;38;38
10/26/2021 23:49:28.284;0;4.120.709.629.256.350.000;40.022.121.355.874.000.000;11.660.516.761.081.100.000;38;38;38;38;38;38;38;38;38;38;38;38
10/26/2021 23:49:30.298;0;0;40.026.809.610.432.600.000;16.671.857.708.165.300.000;38;38;38;38;38;38;38;38;38;38;38;38
10/26/2021 23:49:32.297;0;20.497.837.217.947.000.000;40.028.684.921.569.300.000;0.89272520088369278213;38;38;38;38;38;38;37;38;38;38;38;38
10/26/2021 23:49:34.294;0;0;40.026.178.499.689.800.000;12.482.038.984.670.700.000;38;38;38;37;38;38;38;38;38;38;38;38
10/26/2021 23:49:36.296;0;3.479.077.147.206.700.000;40.017.054.425.556.400.000;0.65833523819516237552;37;38;38;38;38;38;38;38;38;38;38;38
10/26/2021 23:49:38.288;0;0;4.000.583.867.076.920.000;20.160.717.259.241.200.000;38;38;38;38;38;38;38;38;38;38;38;38
10/26/2021 23:49:40.292;0;26.561.392.142.580.700.000;40.041.235.028.775.600.000;43.889.988.221.390.000.000;38;38;38;38;38;38;38;38;38;38;38;38
10/26/2021 23:49:42.301;0;38.753.832.047.572.600.000;40.057.571.823.722.100.000;14.445.056.553.590.000.000;38;38;38;38;37;38;38;38;38;38;38;38
10/26/2021 23:49:44.296;0;51.307.628.011.279.200.000;40.048.519.857.239.000.000;20.687.048.895.422.000.000;34;34;34;34;34;34;34;34;34;34;34;34
10/26/2021 23:49:46.282;0;16.500.185.229.282.700.000;4.004.581.511.021.720.000;0.66896730498016143684;38;38;38;38;38;38;38;38;38;38;38;38
10/26/2021 23:49:48.293;0;32.590.520.174.758.300.000;40.053.027.807.747.200.000;15.143.655.042.907.100.000;38;38;38;38;38;38;38;38;38;38;38;38
10/26/2021 23:49:50.298;0;40.855.122.856.870.200.000;40.050.449.278.217.300.000;1.227.289.586.748.510.000;34;34;35;34;34;34;34;34;34;34;34;34
10/26/2021 23:49:52.288;0;15.026.049.396.991.600.000;40.190.538.074.865.500.000;24.456.742.126.058.400.000;38;38;38;38;38;38;38;38;38;37;38;38
10/26/2021 23:49:54.301;89.026.756.713.521.600.000;1.547.285.031.681.000.000;40.194.144.435.272.100.000;30.926.262.103.790.100.000;100;54;100;100;100;100;100;99;100;100;100;100
10/26/2021 23:49:56.300;0;0;40.208.948.506.091.000.000;17.232.117.428.546.500.000;71;66;78;60;67;87;61;59;68;80;67;65
